         4643644 function calls (4640739 primitive calls) in 15.413 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.011    0.011 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.018    0.018 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:217(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:300(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:393(TracebackException)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.065    0.065 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.020    0.020 version.py:14(<module>)
        1    0.000    0.000    0.015    0.015 version.py:201(Version)
       10    0.000    0.000    0.001    0.000 version.py:208(__init__)
       38    0.000    0.000    0.000    0.000 version.py:217(<genexpr>)
       10    0.000    0.000    0.000    0.000 version.py:246(__str__)
       38    0.000    0.000    0.000    0.000 version.py:254(<genexpr>)
        6    0.000    0.000    0.000    0.000 version.py:258(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
       30    0.000    0.000    0.000    0.000 version.py:308(_parse_letter_version)
       10    0.000    0.000    0.000    0.000 version.py:342(_parse_local_version)
       10    0.000    0.000    0.000    0.000 version.py:353(_cmpkey)
       16    0.000    0.000    0.000    0.000 version.py:362(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:46(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:52(_BaseVersion)
        1    0.000    0.000    0.000    0.000 version.py:82(LegacyVersion)
        1    0.000    0.000    0.000    0.000 warnings.py:32(filterwarnings)
        1    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:255(update)
        1    0.000    0.000    0.039    0.039 world.py:1(<module>)
        1    0.003    0.003    0.078    0.078 world.py:13(readImage)
        1    0.000    0.000    0.000    0.000 world.py:17(<listcomp>)
   496141    0.575    0.000    0.575    0.000 world.py:39(getMaxWidth)
   485103    0.545    0.000    0.545    0.000 world.py:42(getMaxHeight)
   477532    2.227    0.000    3.272    0.000 world.py:51(getCoordAt)
      370    0.000    0.000    0.000    0.000 world.py:56(getPlayer)
        1    0.000    0.000    0.000    0.000 world.py:6(World)
        1    0.000    0.000    0.000    0.000 world.py:60(Player)
        1    0.000    0.000    0.000    0.000 world.py:65(__init__)
       47    0.000    0.000    0.000    0.000 world.py:68(getX)
       47    0.000    0.000    0.000    0.000 world.py:71(getY)
       93    0.000    0.000    0.001    0.000 world.py:74(getAngle)
      125    0.000    0.000    0.000    0.000 world.py:78(validateAngle)
        1    0.000    0.000    0.078    0.078 world.py:8(__init__)
       32    0.000    0.000    0.000    0.000 world.py:85(increaseAngle)
        5    0.000    0.000    0.000    0.000 world.py:89(increaseX)
        5    0.000    0.000    0.000    0.000 world.py:92(increaseY)
      141    0.000    0.000    0.000    0.000 world.py:95(getFOV)
        1    0.000    0.000    0.000    0.000 zipfile.py:1717(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:292(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:40(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:44(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:470(_ZipDecrypter)
        1    0.000    0.000    0.045    0.045 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:531(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:554(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:650(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:671(_Tellable)
        1    0.000    0.000    0.001    0.001 zipfile.py:691(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:958(ZipFile)
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.crc32}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_decoder}
      186    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x554FB7E8}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      101    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      754    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       11    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
    38/36    0.042    0.001    0.053    0.001 {built-in method _imp.create_dynamic}
       11    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       38    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       74    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      149    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      953    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       55    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      940    0.001    0.000    0.001    0.000 {built-in method _sre.getlower}
       12    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      323    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
      683    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  308/307    0.015    0.000    0.110    0.000 {built-in method builtins.__build_class__}
    25/11    0.000    0.000    0.188    0.017 {built-in method builtins.__import__}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      155    0.001    0.000    0.002    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      164    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    113/1    0.014    0.000   15.414   15.414 {built-in method builtins.exec}
     2178    0.004    0.000    0.004    0.000 {built-in method builtins.getattr}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     1153    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
     6795    0.008    0.000    0.008    0.000 {built-in method builtins.isinstance}
    51/44    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
8435/8111    0.009    0.000    0.010    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      133    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1405    0.002    0.000    0.002    0.000 {built-in method builtins.min}
      743    0.004    0.000    0.004    0.000 {built-in method builtins.ord}
       25    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      185    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      203    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       49    0.008    0.000    0.008    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      101    0.026    0.000    0.026    0.000 {built-in method marshal.loads}
    28205    0.037    0.000    0.037    0.000 {built-in method math.cos}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
   197410    0.243    0.000    0.243    0.000 {built-in method math.fabs}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
    38304    0.068    0.000    0.068    0.000 {built-in method math.pow}
        5    0.000    0.000    0.000    0.000 {built-in method math.sin}
    19153    0.024    0.000    0.024    0.000 {built-in method math.sqrt}
   112800    0.133    0.000    0.133    0.000 {built-in method math.tan}
       10    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       26    0.001    0.000    0.001    0.000 {built-in method nt._isdir}
       16    0.000    0.000    0.000    0.000 {built-in method nt.access}
       60    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       26    0.003    0.000    0.003    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
      730    0.071    0.000    0.071    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.452    0.452    0.452    0.452 {built-in method pygame.base.init}
        1    0.334    0.334    0.334    0.334 {built-in method pygame.base.quit}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.set_caption}
        1    0.017    0.017    0.363    0.363 {built-in method pygame.display.set_mode}
       47    0.037    0.001    0.037    0.001 {built-in method pygame.display.update}
    40659    0.128    0.000    0.128    0.000 {built-in method pygame.draw.lines}
       47    0.008    0.000    0.008    0.000 {built-in method pygame.event.get}
      114    0.000    0.000    0.000    0.000 {built-in method pygame.key.get_pressed}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       96    0.000    0.000    0.000    0.000 {built-in method time.time}
      298    0.019    0.000    0.019    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x05306F60}
       58    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      369    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     7297    0.008    0.000    0.008    0.000 {method 'append' of 'list' objects}
       94    0.003    0.000    0.003    0.000 {method 'blit' of 'pygame.Surface' objects}
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 {method 'convert' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'ImagingDecoder' objects}
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        7    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     2833    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
       72    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       47    0.024    0.001    0.024    0.001 {method 'fill' of 'pygame.Surface' objects}
      608    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
    30413    0.342    0.000    0.342    0.000 {method 'format' of 'str' objects}
      518    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       71    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     1249    0.002    0.000    0.002    0.000 {method 'getpixel' of 'ImagingCore' objects}
      110    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      108    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      359    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       97    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     2164    0.004    0.000    0.005    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     2388    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      315    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     1250    0.002    0.000    0.002    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       20    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      101    0.016    0.000    0.016    0.000 {method 'read' of '_io.FileIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       94    0.057    0.001    0.057    0.001 {method 'render' of 'pygame.font.Font' objects}
     1451    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      985    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      208    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
     5132    0.007    0.000    0.007    0.000 {method 'rstrip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        3    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       39    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
       10    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      138    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      503    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       20    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       25    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       34    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
